                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     73,                0.64883,                0.38729,                0.84626,                0.87634,                0.87208,                0.91249,                0.75878,                0.67151,                 15.246,                0.84002,              0.0064855,              0.0064855,              0.0064855
                     74,                0.65179,                0.38916,                0.84698,                0.88094,                0.86682,                0.91229,                0.75866,                0.67164,                 15.254,                0.84011,               0.006436,               0.006436,               0.006436
                     75,                 0.6493,                 0.3878,                0.84724,                0.88147,                0.86639,                0.91221,                0.75858,                0.67166,                 15.278,                0.84017,              0.0063865,              0.0063865,              0.0063865
                     76,                0.64913,                0.38854,                0.84852,                0.88227,                0.86553,                0.91205,                0.75837,                0.67167,                 15.293,                0.84029,               0.006337,               0.006337,               0.006337
                     77,                0.64825,                0.38565,                 0.8452,                0.88583,                0.86181,                  0.912,                0.75851,                0.67162,                 15.294,                0.84023,              0.0062875,              0.0062875,              0.0062875
                     78,                0.65084,                 0.3882,                0.84624,                0.88599,                0.86145,                0.91183,                0.75824,                 0.6715,                 15.271,                0.84018,               0.006238,               0.006238,               0.006238
                     79,                 0.6466,                0.38548,                0.84508,                0.88623,                0.86116,                0.91188,                0.75851,                0.67135,                 15.294,                0.84005,              0.0061885,              0.0061885,              0.0061885
                     80,                0.64681,                0.38453,                 0.8446,                0.88658,                0.86107,                0.91175,                0.75849,                0.67141,                 15.302,                0.84006,               0.006139,               0.006139,               0.006139
                     81,                 0.6467,                0.38289,                0.84418,                0.88575,                0.86175,                0.91158,                0.75843,                0.67145,                 15.317,                   0.84,              0.0060895,              0.0060895,              0.0060895
                     82,                0.64157,                0.38005,                0.84327,                0.88296,                0.86407,                0.91148,                0.75836,                0.67169,                  15.31,                   0.84,                0.00604,                0.00604,                0.00604
                     83,                0.64431,                0.38197,                0.84521,                0.88305,                0.86415,                0.91165,                 0.7584,                0.67183,                 15.303,                0.83994,              0.0059905,              0.0059905,              0.0059905
                     84,                0.64269,                0.38189,                0.84432,                0.88304,                0.86473,                0.91165,                0.75841,                0.67186,                 15.318,                0.83996,               0.005941,               0.005941,               0.005941
                     85,                0.64273,                0.38153,                0.84504,                0.88258,                 0.8647,                0.91165,                0.75863,                0.67185,                 15.342,                0.84001,              0.0058915,              0.0058915,              0.0058915
                     86,                0.64226,                0.38091,                0.84446,                0.88168,                0.86569,                 0.9116,                0.75865,                0.67206,                  15.35,                0.84007,               0.005842,               0.005842,               0.005842
                     87,                0.64209,                0.38038,                0.84282,                0.88113,                 0.8661,                 0.9116,                0.75864,                0.67227,                 15.365,                0.84009,              0.0057925,              0.0057925,              0.0057925
                     88,                0.64149,                0.38022,                0.84443,                0.88096,                 0.8666,                0.91146,                0.75837,                0.67235,                 15.358,                0.84008,               0.005743,               0.005743,               0.005743
                     89,                0.64144,                0.38124,                0.84533,                0.88136,                0.86572,                0.91139,                0.75836,                0.67247,                 15.389,                0.84016,              0.0056935,              0.0056935,              0.0056935
                     90,                0.63973,                0.38018,                0.84527,                0.88157,                0.86583,                0.91153,                 0.7588,                0.67253,                 15.374,                0.84025,               0.005644,               0.005644,               0.005644
                     91,                0.63914,                0.37876,                0.84377,                0.88158,                0.86557,                0.91156,                0.75895,                0.67243,                 15.366,                0.84019,              0.0055945,              0.0055945,              0.0055945
                     92,                0.63781,                0.37689,                0.84365,                0.88084,                0.86631,                0.91137,                0.75876,                0.67258,                 15.382,                0.84029,               0.005545,               0.005545,               0.005545
                     93,                0.63999,                0.37791,                0.84327,                0.88107,                0.86581,                0.91134,                0.75862,                0.67255,                 15.405,                0.84032,              0.0054955,              0.0054955,              0.0054955
                     94,                 0.6337,                0.37369,                0.84211,                0.88097,                0.86614,                0.91134,                0.75877,                0.67256,                 15.413,                0.84044,               0.005446,               0.005446,               0.005446
                     95,                0.63654,                0.37637,                0.84305,                0.88124,                0.86552,                0.91124,                0.75876,                 0.6725,                 15.421,                0.84038,              0.0053965,              0.0053965,              0.0053965
                     96,                0.63444,                 0.3736,                0.84304,                0.87957,                0.86689,                0.91118,                0.75867,                 0.6726,                 15.429,                0.84047,               0.005347,               0.005347,               0.005347
                     97,                0.63576,                0.37432,                0.84252,                0.87942,                0.86682,                0.91116,                0.75871,                 0.6726,                 15.421,                0.84048,              0.0052975,              0.0052975,              0.0052975
                     98,                0.63459,                0.37387,                0.84304,                0.87994,                0.86613,                0.91124,                0.75879,                0.67268,                 15.445,                0.84053,               0.005248,               0.005248,               0.005248
                     99,                0.63335,                0.37219,                0.84338,                0.87909,                 0.8666,                0.91104,                0.75871,                0.67275,                 15.429,                 0.8406,              0.0051985,              0.0051985,              0.0051985
                    100,                0.63302,                0.37167,                0.84218,                0.87941,                0.86635,                0.91112,                0.75876,                0.67277,                 15.436,                0.84067,               0.005149,               0.005149,               0.005149
                    101,                0.63228,                0.37153,                0.84306,                 0.8804,                0.86554,                0.91104,                0.75869,                0.67271,                 15.421,                0.84065,              0.0050995,              0.0050995,              0.0050995
                    102,                0.63232,                0.37126,                0.84129,                0.88278,                 0.8624,                0.91098,                 0.7588,                0.67273,                 15.421,                0.84071,                0.00505,                0.00505,                0.00505
                    103,                 0.6315,                0.37096,                0.84178,                0.88307,                0.86227,                0.91095,                0.75889,                0.67273,                 15.429,                0.84077,              0.0050005,              0.0050005,              0.0050005
                    104,                0.63132,                0.37091,                 0.8419,                0.88379,                0.86192,                 0.9109,                0.75889,                0.67281,                 15.414,                0.84096,               0.004951,               0.004951,               0.004951
                    105,                0.63017,                0.36989,                 0.8421,                0.88296,                0.86263,                0.91083,                0.75893,                0.67274,                 15.399,                0.84091,              0.0049015,              0.0049015,              0.0049015
                    106,                 0.6283,                0.36966,                0.84074,                 0.8822,                0.86343,                0.91071,                 0.7589,                0.67269,                 15.407,                0.84082,               0.004852,               0.004852,               0.004852
                    107,                0.62688,                0.36648,                0.84108,                0.88205,                0.86348,                0.91071,                0.75903,                0.67278,                 15.438,                0.84089,              0.0048025,              0.0048025,              0.0048025
                    108,                0.62569,                0.36599,                 0.8401,                0.88103,                0.86391,                0.91068,                0.75886,                0.67273,                  15.43,                0.84091,               0.004753,               0.004753,               0.004753
