                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.78393,                0.50765,                0.86616,                0.86909,                0.82879,                0.89087,                0.72048,                0.71336,                 13.035,                0.83888,                0.00538,                0.00538,                0.00538
                     37,                0.78344,                0.50527,                0.86552,                0.86678,                0.83186,                0.89138,                0.72122,                0.71262,                 13.158,                0.83866,               0.005248,               0.005248,               0.005248
                     38,                0.78253,                0.50422,                0.86483,                 0.8729,                0.82692,                0.89134,                 0.7211,                0.71254,                  13.22,                0.83852,               0.005116,               0.005116,               0.005116
                     39,                 0.7802,                0.50227,                0.86406,                0.87312,                0.82763,                0.89141,                0.72147,                0.71201,                  13.22,                0.83842,               0.004984,               0.004984,               0.004984
                     40,                0.77776,                0.50037,                0.86513,                0.87004,                0.82994,                0.89206,                0.72201,                0.71189,                 13.242,                0.83843,               0.004852,               0.004852,               0.004852
                     41,                0.77665,                0.49875,                0.86391,                0.87131,                0.83006,                 0.8923,                0.72258,                0.71151,                 13.272,                0.83843,                0.00472,                0.00472,                0.00472
                     42,                0.77511,                0.49868,                0.86425,                0.86889,                0.83469,                0.89238,                0.72241,                0.71135,                  13.28,                0.83849,               0.004588,               0.004588,               0.004588
                     43,                0.77316,                0.49672,                0.86349,                0.87078,                0.83369,                0.89228,                0.72254,                0.71128,                 13.272,                0.83851,               0.004456,               0.004456,               0.004456
                     44,                0.77217,                0.49508,                0.86271,                0.87107,                0.83316,                0.89239,                0.72261,                0.71057,                 13.317,                0.83841,               0.004324,               0.004324,               0.004324
                     45,                0.77072,                0.49428,                0.86212,                0.87084,                0.83292,                0.89247,                0.72299,                0.71033,                  13.34,                0.83837,               0.004192,               0.004192,               0.004192
                     46,                0.76929,                0.49241,                0.86266,                0.87067,                0.83327,                 0.8926,                0.72328,                0.70994,                 13.301,                0.83827,                0.00406,                0.00406,                0.00406
                     47,                0.77027,                0.49209,                0.86316,                0.87206,                0.83251,                0.89265,                0.72337,                0.70971,                 13.339,                 0.8382,               0.003928,               0.003928,               0.003928
                     48,                0.76869,                0.49033,                0.86193,                  0.872,                0.83291,                 0.8928,                0.72381,                0.70959,                 13.362,                0.83817,               0.003796,               0.003796,               0.003796
                     49,                 0.7646,                0.48699,                0.86112,                0.87318,                0.83274,                0.89289,                0.72374,                0.70948,                 13.347,                0.83822,               0.003664,               0.003664,               0.003664
                     50,                0.76502,                0.48651,                0.86129,                0.87087,                0.83496,                0.89322,                0.72416,                0.70919,                 13.347,                0.83805,               0.003532,               0.003532,               0.003532
